locus_tag	ftype	length_bp	gene	EC_number	COG	product
PKBBMBJJ_00001	CDS	852				hypothetical protein
PKBBMBJJ_00002	CDS	624				hypothetical protein
PKBBMBJJ_00003	CDS	471				hypothetical protein
PKBBMBJJ_00004	CDS	741				hypothetical protein
PKBBMBJJ_00005	CDS	1056	rlmN	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
PKBBMBJJ_00006	CDS	300			COG2139	50S ribosomal protein L21e
PKBBMBJJ_00007	CDS	327				hypothetical protein
PKBBMBJJ_00008	CDS	567				hypothetical protein
PKBBMBJJ_00009	CDS	705	rsmA	2.1.1.-	COG0030	putative ribosomal RNA small subunit methyltransferase A
PKBBMBJJ_00010	CDS	516				hypothetical protein
PKBBMBJJ_00011	CDS	975				hypothetical protein
PKBBMBJJ_00012	CDS	1047				hypothetical protein
PKBBMBJJ_00013	CDS	1113	hflX		COG2262	GTPase HflX
PKBBMBJJ_00014	CDS	534		2.1.1.206	COG1303	tRNA (cytidine(56)-2'-O)-methyltransferase
PKBBMBJJ_00015	CDS	129				hypothetical protein
PKBBMBJJ_00016	CDS	171				hypothetical protein
PKBBMBJJ_00017	CDS	1158	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
PKBBMBJJ_00018	CDS	525				hypothetical protein
PKBBMBJJ_00019	CDS	297				hypothetical protein
PKBBMBJJ_00020	CDS	417				hypothetical protein
PKBBMBJJ_00021	CDS	945				hypothetical protein
PKBBMBJJ_00022	CDS	147				hypothetical protein
PKBBMBJJ_00023	CDS	1101				hypothetical protein
PKBBMBJJ_00024	CDS	900	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
PKBBMBJJ_00025	CDS	207				hypothetical protein
PKBBMBJJ_00026	CDS	456				hypothetical protein
PKBBMBJJ_00027	CDS	279				hypothetical protein
PKBBMBJJ_00028	CDS	399				hypothetical protein
PKBBMBJJ_00029	CDS	1056				hypothetical protein
PKBBMBJJ_00030	CDS	900	tfb_1			Transcription initiation factor IIB
PKBBMBJJ_00031	CDS	798				hypothetical protein
PKBBMBJJ_00032	CDS	528				hypothetical protein
PKBBMBJJ_00033	CDS	855				hypothetical protein
PKBBMBJJ_00034	CDS	297				hypothetical protein
PKBBMBJJ_00035	CDS	729				hypothetical protein
PKBBMBJJ_00036	CDS	198				hypothetical protein
PKBBMBJJ_00037	CDS	942	mvk	2.7.1.36	COG1577	Mevalonate kinase
PKBBMBJJ_00038	CDS	753		2.7.4.26	COG1608	Isopentenyl phosphate kinase
PKBBMBJJ_00039	CDS	651	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
PKBBMBJJ_00040	CDS	981	gds	2.5.1.29	COG0142	Geranylgeranyl diphosphate synthase
PKBBMBJJ_00041	CDS	1710	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PKBBMBJJ_00042	CDS	870				hypothetical protein
PKBBMBJJ_00043	CDS	780				hypothetical protein
PKBBMBJJ_00044	CDS	309	hcaC_1			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
PKBBMBJJ_00045	CDS	279				hypothetical protein
PKBBMBJJ_00046	CDS	762				hypothetical protein
PKBBMBJJ_00047	CDS	348				hypothetical protein
PKBBMBJJ_00048	tRNA	73				tRNA-His(gtg)
PKBBMBJJ_00049	CDS	1023	corA		COG0598	Cobalt/magnesium transport protein CorA
PKBBMBJJ_00050	CDS	783				hypothetical protein
PKBBMBJJ_00051	CDS	261				hypothetical protein
PKBBMBJJ_00052	CDS	666	tal	2.2.1.2	COG0176	putative transaldolase
PKBBMBJJ_00053	CDS	975	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
PKBBMBJJ_00054	CDS	1299	tuf_1		COG5256	Elongation factor 1-alpha
PKBBMBJJ_00055	CDS	309			COG0051	30S ribosomal protein S10
PKBBMBJJ_00056	CDS	204				hypothetical protein
PKBBMBJJ_00057	CDS	198				hypothetical protein
PKBBMBJJ_00058	CDS	411				hypothetical protein
PKBBMBJJ_00059	CDS	507				hypothetical protein
PKBBMBJJ_00060	CDS	219				hypothetical protein
PKBBMBJJ_00061	CDS	1140	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
PKBBMBJJ_00062	CDS	168				hypothetical protein
PKBBMBJJ_00063	CDS	306				hypothetical protein
PKBBMBJJ_00064	CDS	408				hypothetical protein
PKBBMBJJ_00065	CDS	669	dnaJ_1			Chaperone protein DnaJ
PKBBMBJJ_00066	CDS	363				hypothetical protein
PKBBMBJJ_00067	CDS	459				hypothetical protein
PKBBMBJJ_00068	CDS	732				hypothetical protein
PKBBMBJJ_00069	CDS	561	cpoB			Cell division coordinator CpoB
PKBBMBJJ_00070	CDS	225				hypothetical protein
PKBBMBJJ_00071	CDS	225				hypothetical protein
PKBBMBJJ_00072	CDS	396				hypothetical protein
PKBBMBJJ_00073	CDS	300				hypothetical protein
PKBBMBJJ_00074	CDS	348				hypothetical protein
PKBBMBJJ_00075	CDS	405				hypothetical protein
PKBBMBJJ_00076	CDS	369				hypothetical protein
PKBBMBJJ_00077	CDS	936	maX1		COG0530	Sodium/calcium exchanger MaX1
PKBBMBJJ_00078	CDS	525				hypothetical protein
PKBBMBJJ_00079	CDS	219	aroC	4.2.3.5		Chorismate synthase
PKBBMBJJ_00080	CDS	1371	mfnC	2.6.1.108	COG0436	(5-formylfuran-3-yl)methyl phosphate transaminase
PKBBMBJJ_00081	CDS	852				hypothetical protein
PKBBMBJJ_00082	CDS	405				hypothetical protein
PKBBMBJJ_00083	CDS	1329	thiC	4.1.99.17		Phosphomethylpyrimidine synthase
PKBBMBJJ_00084	CDS	474				hypothetical protein
PKBBMBJJ_00085	CDS	1431	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
PKBBMBJJ_00086	CDS	471				hypothetical protein
PKBBMBJJ_00087	CDS	816	pheA	4.2.1.51	COG0077	Prephenate dehydratase
PKBBMBJJ_00088	CDS	555	csl4		COG1096	Exosome complex component Csl4
PKBBMBJJ_00089	CDS	1149		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
PKBBMBJJ_00090	CDS	1263	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
PKBBMBJJ_00091	CDS	561				hypothetical protein
PKBBMBJJ_00092	CDS	867	folD		COG0190	Bifunctional protein FolD protein
PKBBMBJJ_00093	CDS	285				hypothetical protein
PKBBMBJJ_00094	CDS	330				hypothetical protein
PKBBMBJJ_00095	CDS	576	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
PKBBMBJJ_00096	CDS	1029				hypothetical protein
PKBBMBJJ_00097	CDS	123				hypothetical protein
PKBBMBJJ_00098	CDS	363				hypothetical protein
PKBBMBJJ_00099	CDS	651	recA_1			Protein RecA
PKBBMBJJ_00100	CDS	1089				hypothetical protein
PKBBMBJJ_00101	CDS	582				hypothetical protein
PKBBMBJJ_00102	CDS	384				hypothetical protein
PKBBMBJJ_00103	CDS	390	rnhA	3.1.26.4	COG0328	Ribonuclease HI
PKBBMBJJ_00104	CDS	471				hypothetical protein
PKBBMBJJ_00105	CDS	744				hypothetical protein
PKBBMBJJ_00106	CDS	570	mer_1	1.5.98.2	COG2141	5,10-methylenetetrahydromethanopterin reductase
PKBBMBJJ_00107	CDS	330				hypothetical protein
PKBBMBJJ_00108	CDS	585	dps	1.16.-.-	COG2406	DNA protection during starvation protein
PKBBMBJJ_00109	CDS	3198	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PKBBMBJJ_00110	CDS	894	ilvD	4.2.1.9		Dihydroxy-acid dehydratase
PKBBMBJJ_00111	CDS	138				hypothetical protein
PKBBMBJJ_00112	CDS	441				hypothetical protein
PKBBMBJJ_00113	CDS	1437	dinG	3.1.-.-		3'-5' exonuclease DinG
PKBBMBJJ_00114	CDS	1125	priS	2.7.7.-	COG1467	DNA primase small subunit PriS
PKBBMBJJ_00115	CDS	249				hypothetical protein
PKBBMBJJ_00116	CDS	255				hypothetical protein
PKBBMBJJ_00117	CDS	1041	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
PKBBMBJJ_00118	CDS	237				hypothetical protein
PKBBMBJJ_00119	CDS	1338				hypothetical protein
